"ID","org","address","phone","website","lon","lat","zipcode","beds_capacity","type"
1975,"Kennedy Memorial Hospital - University Medical Center Cherry Hill","2201 Chapel Ave West, Cherry Hill, NJ 8002","(856) 488-6802","http://www.kennedyhealth.org",-75.016122501,39.9282045480001,"8002",196,"General Acute Care"
1976,"Bacharach Institute for Rehabilitation","61 West Jimmie Leeds Road, Pomona, NJ 8240","(609) 652-7000","http://www.bacharach.org",-74.5389869959999,39.4783156180001,"8240",80,"Rehabilitation"
1977,"Kessler Institute for Rehabilitation Incorporated - North Facility","300 Market Street, Saddle Brook, NJ 7663","(201) 587-8500","http://www.kessler-rehab.com/company/locations/Default.aspx#saddle-brook",-74.0928089939999,40.8960694150001,"7663",112,"Rehabilitation"
1978,"The Matheny Medical and Educational Center","65 Highland Avenue, Peapack, NJ 7977","(908) 234-0011","http://www.matheny.org",-74.6408983859999,40.712185215,"7977",101,"Special"
1979,"Kennedy Memorial Hospital - Washington Township","435 Hurffville-Crosskeys Road, Turnersville, NJ 8012","(856) 582-2500","http://www.kennedyhealth.org/",-75.0657782059999,39.7350675110001,"8012",230,"General Acute Care"
1980,"Childrens Hospital of New Jersey - Newark","201 Lyons Avenue, Newark, NJ 7112","(973) 926-7000","http://www.barnabashealth.org/hospitals/childrens_hospital/",-74.211927641,40.709470278,"7112",-999,"Children"
1981,"Kessler Institute for Rehabilitation - West Orange","1199 Pleasant Valley Way, West Orange, NJ 7052","(973) 243-6806","http://www.kessler-rehab.com/company/locations/Default.aspx#west-orange",-74.2770047399999,40.7854995370001,"7052",152,"Rehabilitation"
1982,"Newark Beth Israel Medical Center","201 Lyons Avenue, Newark, NJ 7112","(973) 926-7000","http://www.barnabashealth.org/hospitals/newark_beth_israel/index.html",-74.211542362,40.709222079,"7112",665,"General Acute Care"
1983,"Saint Michaels Medical Center","111 Central Avenue, Newark, NJ 7102","(973) 877-5350","http://www.smmcnj.org",-74.174121429,40.7435805320001,"7102",358,"General Acute Care"
1984,"Seabrook House","133 Polk Lane, Seabrook, NJ 8302","(800) 584-5584","http://seabrookhouse.org/",-75.2184762959999,39.5245215840001,"8302",146,"Special"
1985,"Hudson Surgical Center","206 Bergen Avenue, Kearny, NJ 7032","(201) 955-7000","http://hudsonsurgicalcenter.com/",-74.1491509809999,40.7580291190001,"7032",-999,"Special"
1986,"Childrens Specialized Hospital","150 New Providence Road, Mountainside, NJ 7092","(888) 244-5373","http://www.childrens-specialized.org/Locations/Mountainside.aspx",-74.353909903,40.6697668,"7092",60,"Children"
1987,"Overlook Hospital","99 Beauvoir Avenue, Summit, NJ 7901","(908) 522-2000","http://www.atlantichealth.org/Overlook",-74.353783838,40.7117874570001,"7901",504,"General Acute Care"
1988,"Inspira Medical Center - Elmer","501 West Front Street, Elmer, NJ 8318","(856) 575-4500","http://www.inspirahealthnetwork.org/?id=5281&sid=1",-75.180630779,39.587858967,"8318",96,"General Acute Care"
1989,"Raritan Bay Medical Center - Old Bridge","1 Hospital Plaza, Old Bridge, NJ 8857","(732) 442-3700","http://www.rbmc.org/",-74.3233919099999,40.383138418,"8857",113,"General Acute Care"
1990,"Trenton Psychiatric Hospital","100 Sullivan Way, Trenton, NJ 8618","(609) 633-1500","http://www.state.nj.us/humanservices/dmhs/oshm/tph/",-74.805436245,40.243557842,"8618",400,"Psychiatric"
1991,"Saint Clares Hospital - Denville","25 Pocono Road, Denville, NJ 7834","(973) 983-5506","http://www.saintclares.org/saint-clares-hospital-denville-new-jersey/",-74.465468156,40.8950587890001,"7834",314,"General Acute Care"
1992,"Riverview Medical Center","1 Riverview Plaza, Red Bank, NJ 7701","(732) 741-2700","http://www.riverviewmedicalcenter.com",-74.0638426789999,40.353981806,"7701",468,"General Acute Care"
1993,"Centrastate Medical Center","901 West Main Street, Freehold, NJ 7728","(732) 431-2000","http://www.centrastate.com/",-74.3115594019999,40.238259417,"7728",284,"General Acute Care"
1994,"Healthsouth Rehabilitation Hospital of Tinton Falls","2 Centre Plaza, Tinton Falls, NJ 7724","(732) 460-5320","http://www.rehabnjtintonfalls.com/",-74.079725438,40.2828346530001,"7724",60,"Rehabilitation"
1995,"Lourdes Specialty Hospital of Southern New Jersey","218 Sunset Road, Willingboro, NJ 8046","(609) 835-5782","http://lourdes.acuityhealthcare.net/",-74.880651927,40.0466566920001,"8046",69,"Long Term Care"
1996,"Capital Health Medical Center - Hopewell","One Capital Way, Pennington, NJ 8534","(609) 303-4000","http://www.capitalhealth.org/our-locations/hopewell",-74.802923279,40.291986837,"8534",221,"General Acute Care"
1997,"Alta Vista Regional Hospital","104 Legion Drive, Las Vegas, NM 87701","(505) 426-3930","http://www.altavistaregionalhospital.com",-105.210872586,35.62344426,"87701",54,"General Acute Care"
1998,"Drake Center Inc","151 West Galbraith Road, Cincinnati, OH 45216","(513) 418-2624","http://uchealth.com/danieldrakecenter/",-84.481148656,39.212639698,"45216",316,"Long Term Care"
1999,"Mercy Franciscan Hospital Western Hills","3131 Queen City Avenue, Cincinnati, OH 45238","(513) 389-5915","http://www.e-mercy.com",-84.606650905,39.135265487,"45238",156,"General Acute Care"
2000,"Mercy St Theresa Center","7010 Rowan Hill Dr, Cincinnati, OH 45227","(513) 527-7475","http://www.e-mercy.com/",-84.369018082,39.149347983,"45227",-999,"General Acute Care"
2001,"hospital san Lucas De Guayama (Cristo Redentor)","Avenue Pedro Albesus, Guayama Pueblo, PR 785","(787) 840-8686","http://www.ssepr.com/",-66.114454354,17.9735513360001,"785",115,"General Acute Care"
2002,"Hosp Ryder Memorial Inc","355 Font Martelo Street, Humacao, PR 791","(787) 852-0768","",-65.835080018,18.156000299,"791",227,"General Acute Care"
2003,"Hosp Psiquiatria Forense De Ponce","Pr-14 Km 4.2, Ponce, PR 731","(787) 844-0101","",-66.594541522,18.0343936780001,"731",-999,"General Acute Care"
2004,"Mayaguez Medical Center","410 Hostos Avenue, Mayaguez, PR 681","(787) 652-9200","http://www.mayaguezmedical.com/",-67.1528497149999,18.180637237,"681",181,"General Acute Care"
2005,"Three Gables Surgery Center","5897 County Road 107, Proctorville, OH 45669","(740) 886-9911","http://www.threegablessurgery.com",-82.392982106,38.441788476,"45669",8,"General Acute Care"
2006,"Sheperd Hill Hospital","200 Messimer Drive, Newark, OH 43055","(220) 564-4887","https://www.shepherdhill.net",-82.453675102,40.041072716,"43055",14,"Psychiatric"
2007,"Mercy Regional Medical Center","3700 Kolbe Road, Lorain, OH 44053","(440) 960-4000","http://www.mercyonline.org/mercy_regional_medical_center.aspx",-82.237163528,41.4365245390001,"44053",338,"General Acute Care"
2008,"St Luke's Hospital","5901 Monclova Road, Maumee, OH 43537","(419) 893-5911","http://www.stlukeshospital.com",-83.682914446,41.557311487,"43537",315,"General Acute Care"
2009,"Northwest Ohio Psychiatric Hospital","930 South Detroit Avenue, Toledo, OH 43614","(419) 381-1881","http://mha.ohio.gov/Default.aspx?tabid=191",-83.599479717,41.621375094,"43614",-999,"Psychiatric"
2010,"Santa Fe Hospital","1700 Cerrillos Road, Santa Fe, NM 87501","(505) 988-9821","http://www.ihs.gov/FacilitiesServices/areaOffices/albuquerque/index.cfm?module=abq_santa_fe_su",-105.97044038,35.6683388760001,"87501",39,"Critical Access"
2011,"Valley View Medical Center","5330 S. Highway 95, Fort Mohave, AZ 86426","(928) 788-2270","http://www.valleyviewmedicalcenter.net",-114.596397715,35.002235576,"86426",66,"Special"
2012,"Arizona Orthopedic Surgical Hospital","2905 w Warner Road, Chandler, AZ 85224","(480) 603-9000","http://www.azosh.com",-111.891283807,33.33388599,"85224",24,"Special"
2013,"Los Alamos Medical Center","3917 West Road, Los Alamos, NM 87544","(505) 662-4201","http://www.losalamosmedicalcenter.com",-106.319300155,35.881699638,"87544",47,"General Acute Care"
2014,"Artesia General Hospital","702 North 13th Street, Artesia, NM 88210","(575) 748-3333","http://www.artesiageneral.com",-104.41086139,32.848974782,"88210",49,"General Acute Care"
2015,"Aurora Behavioral Healthcare-Phoenix","6015 w Peoria Avenue, Glendale, AZ 85302","(623) 344-4400","http://www.aurorabehavioral.com",-112.18937168,33.5812353090001,"85302",90,"Psychiatric"
2016,"Rehabilitation Hospital of Southern New Mexico","4441 East Lohman Avenue, Las Cruces, NM 88011","(575) 521-6400","http://www.rhsnm.ernesthealth.com",-106.724487233,32.3254207090001,"88011",40,"Rehabilitation"
2017,"Presbyterian Espanola Hospital","1010 Spruce Street, Espanola, NM 87532","(505) 753-1502","https://espanola-hospital.phs.org/Pages/default.aspx",-106.088827837,35.997251093,"87532",80,"General Acute Care"
2018,"Plains Regional Medical Center Clovis","2100 North Martin Luther King Junior Boulevard, Clovis, NM 88101","(575) 769-7155","https://plains-regional-medical-center.phs.org/Pages/default.aspx",-103.23378959,34.4206209610001,"88101",106,"General Acute Care"
2019,"Kindred Hospital - Albuquerque","700 High Street Northeast, Albuquerque, NM 87102","(505) 242-4444","http://www.kindredalbuquerque.com/",-106.637883343,35.0888704770001,"87102",61,"Long Term Care"
2020,"Presbyterian Hospital","1100 Central Avenue Southeast, Albuquerque, NM 87106","(505) 724-8386","https://presbyterian-hospital.phs.org/Pages/default.aspx",-106.63549872,35.081633238,"87106",453,"General Acute Care"
2021,"Unm Psychiatric Center","2600 Marble Ave Ne, Albuquerque, NM 87106","(505) 272-2800","http://hospitals.unm.edu/about/about-unmpc.shtml",-106.616245793,35.090257732,"87106",47,"Psychiatric"
2022,"Central Desert Behavioral Health Services of New Mexico Llc","239 Elm Street Ne, Albuquerque, NM 87102","(505) 243-3387","http://www.centraldesertbh.com/",-106.638988003,35.0851606100001,"87102",26,"Psychiatric"
2023,"Boulder City Hospital","901 Adams Boulevard, Boulder City, NV 89005","(702) 293-4111","http://www.bouldercityhospital.org",-114.842721442,35.9660806370001,"89005",63,"General Acute Care"
2024,"Carson Tahoe Dayton Hospital","1001 Medical Center Drive, Dayton, NV 89403","","",-119.574863493,39.2689783100001,"89403",-999,"General Acute Care"
2025,"Desert Parkway Behavioral Healthcare Hospital, Llc","3247 s Maryland Parkway, Las Vegas, NV 89109","(702) 776-3500","http://www.desertparkway.com/",-115.138230134,36.1305926630001,"89109",-999,"Psychiatric"
2026,"Windhaven Psychiatric Hospital","3347 Windsong Drive, Prescott Valley, AZ 86314","(928) 583-6410","http://www.wygc.org",-112.327661394,34.590501868,"86314",16,"Psychiatric"
2027,"Healthsouth Rehabilitation Hospital of Henderson","10301 Jeffreys Street, Henderson, NV 89052","(702) 939-9400","http://hendersonrehabhospital.com/",-115.120883208,36.001102132,"89052",90,"Rehabilitation"
2028,"South Davis Community Hospital","401 South 400 East, Bountiful, UT 84010","(801) 295-2361","http://www.sdch.com",-111.871796941,40.88500135,"84010",176,"Long Term Care"
2029,"Davis Hospital and Medical Center","1600 West Antelope Drive, Layton, UT 84041","(801) 807-1000","http://www.davishospital.com",-111.995673069,41.0910451550001,"84041",200,"General Acute Care"
2030,"Remuda Ranch Center for Anorexia and Bulimia, Inc","1245 Jack Burden Road, Wickenburg, AZ 85390","(800) 445-1900","",-112.731006415,33.9851748140001,"85390",-999,"Psychiatric"
2031,"Miami Valley Hospital South","2400 Miami Valley Drive, Centerville, OH 45459","(937) 208-8000","https://www.miamivalleyhospital.org/Locations/Miami-Valley-Hospital-South/",-84.1145871849999,39.652760513,"45459",87,"General Acute Care"
2032,"Clark Memorial Hospital","1220 Missouri Ave, Jeffersonville, in 47130","(812) 283-2142","http://www.clarkmemorial.org",-85.7486318489999,38.2822557230001,"47130",236,"General Acute Care"
2033,"Mountain's Edge Hospital","8656 West Patrick Lane, Las Vegas, NV 89148","(702) 777-7100","http://mountainsedgehospital.com/",-115.281045748,36.078991559,"89148",130,"General Acute Care"
2034,"Northeastern Nevada Regional Hospital","2001 Errecart Boulevard, Elko, NV 89801","(775) 738-5151","http://www.nnrhospital.com",-115.730631041,40.8234437680001,"89801",50,"General Acute Care"
2035,"Public Health Serv Indian Hosp","1623 Hospital Loop, Owyhee, NV 89832","","http://www.shopaitribes.org/spochf/",-116.097796998,41.949891633,"89832",-999,"Critical Access"
2036,"Renown Rehabilitation Hospital","1495 Mill Street, Reno, NV 89502","(775) 982-3505","http://www.renown.org/rehabhospital",-119.792348532,39.5239953020001,"89502",62,"Rehabilitation"
2037,"Renown Regional Medical Center","1155 Mill Street, Reno, NV 89502","(775) 982-4100","http://www.renown.org",-119.796486016,39.525941592,"89502",608,"General Acute Care"
2038,"Va Medical Center - Chillicothe","17273 Oh-104, Chillicothe, OH 45601","(740) 773-1141","http://www.chillicothe.va.gov/",-83.020398762,39.390431036,"45601",-999,"Military"
2039,"Saint Mary's Regional Medical Center","235 West Sixth Street, Reno, NV 89503","(775) 770-3000","http://www.saintmarysreno.com",-119.819788036,39.5316201420001,"89503",277,"General Acute Care"
2040,"Lutheran Hospital of Indiana","7950 w Jefferson Blvd, Fort Wayne, in 46804","(260) 435-7001","http://www.lutheranhospital.com",-85.2498493959999,41.039211687,"46804",396,"General Acute Care"
2041,"Seven Hills Behavioral Institute","3021 West Horizon Ridge Parkway, Henderson, NV 89052","(702) 646-5000","http://www.sevenhillsbi.com",-115.120331237,35.9963042200001,"89052",58,"Psychiatric"
2042,"Adams Memorial Hospital","1100 Mercer Ave, Decatur, in 46733","(260) 724-2145","http://www.adamshospital.com",-84.9143616709999,40.8162224400001,"46733",35,"Critical Access"
2043,"Indiana University Health Blackford Hospital","410 Pilgrim Blvd, Hartford City, in 47348","(765) 348-0300","http://www.iuhealth.org",-85.3727225229999,40.467946044,"47348",15,"Critical Access"
2044,"Spring Mountain Sahara","5460 West Sahara, Las Vegas, NV 89146","(702) 873-2400","http://www.springmountainsahara.com",-115.215828608,36.1460195450001,"89146",30,"Psychiatric"
2045,"Spring Valley Hospital Medical Center","5400 South Rainbow Boulevard, Las Vegas, NV 89118","(702) 853-3000","http://www.springvalleyhospital.com",-115.24044331,36.0899800350001,"89118",169,"General Acute Care"
2046,"St. Rose Dominican Hospitals - San Martin Campus","8280 West Warm Springs Road, Las Vegas, NV 89113","(702) 492-8509","http://www.strosehospitals.org",-115.27201999,36.0573394400001,"89113",147,"General Acute Care"
2047,"St. Rose Dominican Hospitals - Siena Campus","3001 Saint Rose Parkway, Henderson, NV 89052","(702) 616-5000","http://www.strosehospitals.org",-115.115077348,36.004371964,"89052",219,"General Acute Care"
2048,"Summerlin Hospital Medical Center","657 North Town Center Drive, Las Vegas, NV 89144","(702) 233-7500","http://www.summerlinhospital.com/",-115.317036986,36.181034826,"89144",454,"General Acute Care"
2049,"Sunrise Hospital and Medical Center","3186 Maryland Parkway, Las Vegas, NV 89169","(702) 731-8000","http://www.sunrisehospital.com",-115.13547145,36.1326100730001,"89169",641,"General Acute Care"
2050,"Dearborn County Hospital","600 Wilson Creek Rd, Lawrenceburg, in 47025","(812) 537-1010","http://www.dch.org",-84.8833990479999,39.111591354,"47025",88,"General Acute Care"
2051,"Va Sierra Nevada Healthcare System","975 Kirman Avenue, Reno, NV 89502","(775) 786-7200","http://www.reno.va.gov/",-119.799604504,39.5163632490001,"89502",124,"Military"
2052,"Va Southern Nevada Healthcare System","6900 Pecos Rd, North Las Vegas, NV 89086","(702) 791-9024","http://www.mhds.state.nv.us",-115.094471021,36.2847256700001,"89086",190,"Military"
2053,"Wilson Memorial Hospital","915 West Michigan Street, Sidney, OH 45365","(937) 498-2311","http://www.wilsonhospital.com",-84.1701744009999,40.2868543820001,"45365",90,"General Acute Care"
2054,"Evansville Psychiatric Children's Center","3300 e Morgan Ave, Evansville, in 47715","(812) 477-6436","http://www.khrh.org",-87.50906592,37.9939080180001,"47715",-999,"Psychiatric"
2055,"Willow Springs Center","690 Edison Way, Reno, NV 89502","(775) 858-3303","http://www.willowspringscenter.com/",-119.757199689,39.5020476220001,"89502",116,"Psychiatric"
2056,"Riverton Hospital","3741 West 12600 South, Riverton, UT 84065","(801) 285-4000","http://www.intermountainhealthcare.org/",-111.97991419,40.5203974730001,"84065",92,"General Acute Care"
2057,"Westwood/Pembroke Health System Westwood","45 Clapboardtree Street, Westwood, MA 2090","(781) 762-7764","http://www.mass.gov/eohhs/gov/departments/dph/programs/hospitals/western-massachusetts-hospital.html",-71.224077232,42.2065041480001,"2090",89,"Psychiatric"
