"ID","org","address","phone","email","website","lon","lat","zipcode","capacity_hours"
4533,"Women&#39;s Health Center--La Clinica","221 W Stewart Ave, Medford, OR 97501-3609","541-535-6239","","",-122.8650435,42.31284052,"97501",45
4534,"Elica Health Centers - Watt Avenue Medical Center","5708 Watt Ave, North Highlands, CA 95660-4752","855-354-2242","","",-121.38237,38.67069599,"95660",40
4535,"Morongo Basin Community Health Center-Bh","58383 29 Palms Hwy Ste 101, Yucca Valley, CA 92284-5891","760-366-1548","","http://www.mbhdistrict.org",-116.39009778,34.13159211,"92284",40
4536,"Nuestra Clinica Del Valle, Inc. - San Juan","801 W 1st St, San Juan, TX 78589-2276","956-787-0787","","http://www.nuestraclinicadelvalle.org",-98.16621796,26.19566779,"78589",60
4537,"Washington Elementary School, School Based Health Center","58 Blossom St, Lynn, MA 01902-4508","339-883-1414","","",-70.95456687,42.46144697,"01902",35
4538,"Excelth Family Health Center - Algiers","4422 General Meyer Ave Ste 103, New Orleans, LA 70131-4330","504-526-1179","","http://www.excelth.com",-90.00943959,29.93474964,"70131",48
4539,"Communitycare Manor","600 W Carrie Manor St, Manor, TX 78653-5035","512-978-9780","","http://www.communitycaretx.org",-97.56203927,30.34001349,"78653",40
4540,"Program for all-Inclusive Care for the Elderly (Pace) Site","29 Emerson Ave, Gloucester, MA 01930-2556","978-283-7375","","",-70.67535308,42.61571949,"01930",40
4541,"Gchc Sbhc Dewitt Elem","138 Ky 718, Flat Lick, KY 40935-6129","606-542-4274","","http://gracechc.om",-83.60984802,36.92865817,"40935",8
4542,"Gchc Sbhc Goose Rock","364 Highway 1524, Manchester, KY 40962-8936","606-596-1098 x3446","","",-83.69250774,37.08141816,"40962",40
4543,"Southern West Virginia Health System - Delbarton","5027 Helena Ave, Delbarton, WV 25670-1301","304-475-1761","","",-82.18416949,37.711644,"25670",40
4544,"Grace Sbhc Hacker Elem","84 Hooker Rd, Manchester, KY 40962-8202","606-596-1140","","http://www.gracechc.com",-83.8171758,37.15975751,"40962",40
4545,"Ernest R. Graham k-8 Center","7330 W 32nd Ave, Hialeah, FL 33018-5211","305-825-2122","","http://www.jtchc.org",-80.34797301,25.88878046,"33018",35
4546,"Carol City Elementary School","4375 NW 173rd Dr, Miami Gardens, FL 33055-3773","305-621-0509","","http://unkn",-80.27288495,25.93148009,"33055",40
4547,"Lchc @ Central High School","621 S Water St Rm 2304, Sheboygan, WI 53081-4431","920-459-3520","","",-87.71522771,43.74796229,"53081",40
4548,"Blue Ridge Health Mobile Dental","2579 Chimney Rock Rd, Hendersonville, NC 28792-9181","828-233-2443","","",-82.4314240095005,35.349188039696,"28792",2
4549,"Frontera Healthcare Network - Brady Dental","1211 S Bridge St, Brady, TX 76825-6229","325-597-0464","","",-99.33510229,31.1260781,"76825",24
4550,"Aaron E. Henry - Clarksdale Clinic","800 Ohio Ave, Clarksdale, MS 38614-7200","662-624-2504","","http://www.aehcommunityhealth.org",-90.5500024173477,34.2034183062787,"38614",44
4551,"Oneworld Stephen Center","2723 Q St, Omaha, NE 68107-3408","402-991-3904","","http://www.oneworldomaha.org",-95.95407116,41.20555452,"68107",16
4552,"Thundermist Woonsocket","450 Clinton St, Woonsocket, RI 02895-3207","401-767-4100","","http://www.thundermisthealth.org",-71.5059155639759,42.0070202390956,"02895",88.5
4553,"Aza Health","405 Elm St, Welaka, FL 32193-2125","386-467-3171","","http://www.azahealth.org",-81.67051776,29.47894659,"32193",40
4554,"Golden Gate Site","1625 N 39th Ave, Phoenix, AZ 85009-2149","602-233-0017","","http://www.wccphx.net",-112.14310107,33.46687838,"85009",48
4555,"Regional Health  Care Affiliates, Inc. Dba. Health First Community Health Center- Neel Clinic","2816 Veach Rd Ste 205, Owensboro, KY 42303-6299","270-926-9821","","http://healthfirstchc.net/",-87.10156503,37.74551284,"42303",40
4556,"Ashland District School","180 Presque Isle Rd, Ashland, ME 04732-3414","207-538-3700","","http://www.sad32.org",-68.39315999,46.62704948,"04732",8
4557,"Jordan Valley Community Health Center","2238 W Kingsley St, Springfield, MO 65807-5456","417-831-0150","","",-93.32490599,37.14001554,"65807",40
4558,"Mission City Community Network-Orange Grove","1818 N Orange Grove Ave Ste 205, Pomona, CA 91767-3028","909-624-6100","","http://www.mccn.org",-117.748924636941,34.0769276221391,"91767",40
4559,"Community Health Care Systems, Inc.- Laurens County","107 Fairview Park Dr, Dublin, GA 31021-2501","478-272-3446","","http://www.chcsga.org",-82.95221043,32.53321007,"31021",41
4560,"Sch Billing Offices","109 Tavern Rd, Martinsburg, WV 25401-2841","304-596-2610","","http://www.shencommhealth.com/",-77.96844614,39.47270287,"25401",40
4561,"Hilsman School-Based Clinic","870 Gaines School Rd, Athens, GA 30605-3132","706-850-9041","","",-83.33487638,33.93007288,"30605",40
4562,"Marine Science Magnet High School Sbhc","130 Shennecossett Rd, Groton, CT 06340-5117","860-446-9380","","",-72.07096853,41.33684251,"06340",40
4563,"Crossroad Health Center","5 E Liberty St, Cincinnati, OH 45202-8202","513-381-2247","","http://www.crossroadhc.org",-84.51540928,39.11280732,"45202",42
4564,"Lchcs Dba Barnwell Family Specialty Services","124 Wren St, Barnwell, SC 29812-1527","803-632-2533","","",-81.36219704,33.25505985,"29812",36
4565,"Tigard School Based Health Center","9000 SW Durham Rd Bldg 7110, Tigard, OR 97224-5539","","","http://www.virginiagarcia.org",-122.76940402,45.40426149,"97224",40
4566,"Mountaintop Area Medical Center","402 E Sycamore Rd, Snow Shoe, PA 16874-8832","814-387-6857","","http://www.keystonehealth.org",-77.94082555,41.02671244,"16874",40
4567,"Healthfirst Bluegrass Moblie 2 Dental Clinic","496 Southland Dr, Lexington, KY 40503-1827","859-288-2417","","",-84.5284589532771,38.0208065264852,"40503",32
4568,"Highbridge Health Center","1381 Dr Martin L King Jr Blvd, Bronx, NY 10452-4005","718-538-7000","","",-73.92567102,40.84272764,"10452",40
4569,"Accelhealth - Brownwood #2","104 S Park Dr, Brownwood, TX 76801-5918","254-893-5895","","http://www.crosstimbersinc.org/",-98.9954135,31.6805884,"76801",42
4570,"Desert Aids Project, Inc","1695 N Sunrise Way, Palm Springs, CA 92262-3701","760-323-2118","","",-116.52820801,33.84335699,"92262",40
4571,"Nrha Mobile Unit 1","75 Spyrock Loop Rd, Lookout, WV 25868-1100","304-574-2076","","",-80.9758843379717,38.0659808892733,"25868",30
4572,"Neighborhood Health Center, Inc.","101 S 10th St, Richmond, IN 47374-5547","765-965-4299","carrie.miles@neighborhoodhc.org","http://www.neighborhoodhc.org",-84.8887627,39.82677448,"47374",51.5
4573,"Mercy Office at Fairview High School","2595 Fairview Blvd, Fairview, TN 37062-9027","615-472-4400","","",-87.14372393,35.94955185,"37062",40
4574,"Mehds Peach Street Site","2928 Peach St, Erie, PA 16508-1843","814-453-6229","pstubber@mheds.org","http://www.mheds.org",-80.07641302,42.10706865,"16508",45
4575,"Family Health Center/Marshfield Clinic-Cadott Center","305 S Highway 27, Cadott, WI 54727-9561","715-289-3102","",NA,-91.14659118,44.94251794,"54727",45
4576,"Tri-State Community Healthcare Center- Needles Administrative Site","1406 Bailey Ave Ste H, Needles, CA 92363-3115","760-326-0222","","",-114.61835397,34.83283197,"92363",40
4577,"Heritage Health - Athol Elementary Sbhc","6333 E Menser Ave, Athol, ID 83801-9426","208-620-5250","","",-116.7004423,47.94420148,"83801",30
4578,"Peoples Clinic Butler County","118 S Main St, Clarksville, IA 50619-2008","319-278-9020","","http://www.peoples-clinic.com",-92.66784091,42.78397416,"50619",42
4579,"Glenn O. Swing Elementary","501 W 19th St, Covington, KY 41014-1141","859-655-6100","","http://www.healthpointfc.org",-84.51300804,39.06525185,"41014",2
4580,"Eagle View Community Health System - Oquawka Location","1204 Highway 164 E, Oquawka, IL 61469-3204","309-867-2202","","http://www.eagleviewhealth.org",-90.87345608,40.92549003,"61469",46
4581,"Logan-Mingo Area Mental Health, Inc.","300 Prosperity Ln, Logan, WV 25601-3743","304-792-7130","dcooke@lmamh.org","http:/www.lmamh.org",-81.98896849,37.846194,"25601",50
4582,"Hillman Community Schools","245 E 3rd St, Hillman, MI 49746-9213","989-742-4537","","http://tbchs.org",-83.89879375,45.06639779,"49746",16
4583,"Mcdowell Road Integrated Care","4909 E Mcdowell Rd, Phoenix, AZ 85008-7735","602-685-6000","","http://www.terroshealth.org",-111.97604105,33.46552753,"85008",40
4584,"Mackinaw City Public Schools","609 W Central Ave Rm tb1, Mackinaw City, MI 49701-9650","231-436-5587","","",-84.74478227,45.78161249,"49701",16
4585,"Aspire Indiana Health Admin","9615 E 148th St Ste 1, Noblesville, IN 46060-4371","877-571-1254","barbara.scott@aspireindiana.org","",-85.99823091,40.00459851,"46060",NA
4586,"Mora Valley Community Health Service, Inc.","3 Mora Valley Clinic Rd, Mora, NM 87732-2202","575-387-2201","","http://www.mvchs.org",-105.27847,35.95479264,"87732",51
4587,"Women Infants Children Family Health Center at Nyu Langone","5610 2nd Ave, Brooklyn, NY 11220-3599","718-630-7942","","https://nyulangone.org/locations/sunset-park-family-health-center-at-nyu-langone-second-avenue",-74.02071587,40.64548991,"11220",79
4588,"Tcch Admin at Bridgewater","1555 Indian River Blvd, Vero Beach, FL 32960","772-571-1986","","",-80.37881102,27.62969477,"32960",NA
4589,"Buckhannon Academy Elementary School Wellness Center","16 College Ave, Buckhannon, WV 26201-2628","304-472-3310","","",-80.22409332,38.98674988,"26201",12
4590,"West Medford Health Center--La Clinica","1307 W Main St, Medford, OR 97501-2936","541-535-6239","","http://www.laclinicahealth.org",-122.88681152,42.32366948,"97501",52.5
4591,"Centro Medico Community Clinic--Main Site","1303 W 6th St Ste 105, Corona, CA 92882-3196","951-278-8910","apisk@centromedicoclinic.com","https://centromedicoclinic.com/",-117.58915547,33.87785216,"92882",47
4592,"Wahiawa Health","302 California Ave Ste 106, Wahiawa, HI 96786-1841","808-622-1618","bharbin@wahiawahealth.com","http://www.wahiawahealth.org",-158.031269806366,21.4953532212784,"96786",49
4593,"Intercommunity Inc.","16 Coventry St, Hartford, CT 06112-1524","860-714-3704","kimbeauregard@intercommunityct.org","",-72.68988832,41.79651795,"06112",52
4594,"Hamdard-Chicago","1542 W Devon Ave, Chicago, IL 60660-1344","773-465-4600","","http://www.hamdardcenter.org",-87.66969973,41.9981209,"60660",57
4595,"Cahaba Community Center","195 Hospital Dr, Centreville, AL 35042-2935","205-926-2992","","http://www.cahabamedicalcare.com/",-87.14821605,32.94482441,"35042",40
4596,"Mile Square-Auburn Gresham Health and Wellness Center","8131 S May St, Chicago, IL 60620-3007","312-355-5801","","",-87.65233989,41.74628003,"60620",40
4597,"Compass Health Inc.","1010 Remington Plz, Raymore, MO 64083-8640","816-318-4430","","http://compasshealthhome.org/",-94.47002436,38.81284807,"64083",40
4598,"Brentwood Elementary School","3101 NW 191st St, Miami Gardens, FL 33056-3068","","","http://unkn",-80.25266304,25.94794247,"33056",40
4599,"Scfhc Medical/Dental Annex","4415 S Central Ave, Los Angeles, CA 90011-3629","323-908-4200","","",-118.25652565,34.003404,"90011",NA
4600,"Family Health / La Clinica - Wautoma","400 S Townline Rd, Wautoma, WI 54982-6922","920-787-5514","","http://www.famhealth.com",-89.27742411,44.06583202,"54982",44
4601,"Ironton-Lawrence County Community Action Organization, Inc.","305 N 5th St, Ironton, OH 45638-1578","740-532-3534","","http://www.ilcao.org",-82.68506579,38.53854499,"45638",40
4602,"Community Action Health Center","700 N Flournoy Rd, Alice, TX 78332-4088","361-664-1417","","",-98.04737902,27.75903923,"78332",53
4603,"Little Rock Chc","1100 N University Ave Ste 125, Little Rock, AR 72207-6356","501-663-0055","","http://www.jccsi.org",-92.34085488,34.76168744,"72207",40
4604,"Jtchs - Miami Gardens Health Center","4692 NW 183rd St, Miami Gardens, FL 33055-3054","305-694-6270","","http://www.jtchc.org",-80.2772606,25.93958895,"33055",40
4605,"Community Health Center of Clinton","114 E Main St, Clinton, CT 06413-2112","860-664-0787","","http://www.chc1.com",-72.51774749,41.27573699,"06413",41.5
4606,"Woodrow Wilson Middle School Sbhc","370 Hunting Hill Ave, Middletown, CT 06457-4334","860-343-0333","","http://www.chc1.com",-72.64719554,41.5406411,"06457",40
4607,"Meadow Bridge Clinic","8971 Sewell Creek Rd, Meadow Bridge, WV 25976-7727","304-484-7755","","",-80.85530109,37.85658876,"25976",38
4608,"Howard County Health Department - Wic - Dental","8930 Stanford Blvd, Columbia, MD 21045-5805","410-752-0954","","http://www.chasebrexton.org",-76.81730139,39.19171664,"21045",8
4609,"Fair Haven Community Health Center @ 50 Grand","50 Grand Ave, New Haven, CT 06513-3949","203-777-7411","","",-72.88995788,41.30937982,"06513",51.5
4610,"Katy Trail Community Health Ivy Bend","41569 Ivy Bend Rd, Stover, MO 65078-2177","573-372-9892","","http://www.katytrailcommunityhealth.org",-92.97754856,38.21349105,"65078",8
4611,"Madawaska Community Health Center","309 Saint Thomas St, Madawaska, ME 04756-1278","207-728-4779","","http://www.frrh.org",-68.32806949,47.3549021,"04756",41.5
4612,"Southeast Clinic","3350 E Paulding Rd, Fort Wayne, IN 46816-4513","260-458-2641","","http://www.nhci.org",-85.09265024,41.03247449,"46816",40
4613,"Ynhs at Comprehensive Mental Health","402 S 4th Ave, Yakima, WA 98902-3546","509-575-5553","","http://www.ynhs.org",-120.499434,46.59798599,"98902",40
4614,"Gracemed Evergreen Family Clinic","1125 W 26th St N, Wichita, KS 67204-5102","316-866-2000","","",-97.34965191,37.73155608,"67204",40
4615,"Community Health Center, Inc.","5 N Main St, Enfield, CT 06082-3372","860-405-2140","","http://www.chc1.com",-72.60039777,41.9985913,"06082",67
4616,"La Clinica De La Raza ","3451 E 12th St, Oakland, CA 94601-3463","510-535-3500","","http://www.laclinica.org",-122.2233751013,37.7756566337222,"94601",63
4617,"La Clinica Pittsburg - Medical","2240 Gladstone Dr Ste 4, Pittsburg, CA 94565-5126","925-431-2100","","http://www.laclinica.org",-121.86642088,38.00666633,"94565",56
4618,"Ochc - Dade Co. Dental Clinic","413 W Water St, Greenfield, MO 65661-1353","417-637-2345","","",-93.84218983,37.41499649,"65661",27
4619,"Havenscourt Health Center","1390 66th Ave, Oakland, CA 94621-3506","510-639-1981","","http://www.laclinica.org",-122.19328965,37.76200467,"94621",40
4620,"Access Health - Mitchell","1900 Grassland Dr, Mitchell, SD 57301-6205","605-995-7000","","",-98.05080949,43.729521,"57301",72
4621,"Pms - Eldorado Community School","2 Avenida Torreon, Santa Fe, NM 87508-8852","505-986-9633","","",-105.90847777,35.53810247,"87508",32
4622,"Tetlin Health Clinic","303 Easton Road, Tetlin, AK 99779","907-452-8251","","http://www.tananachiefs.org",-142.52387999,63.13505,"99779",30
4623,"Salud Fort Morgan","729 E Railroad Ave, Fort Morgan, CO 80701-3340","303-697-2583","","http://www.saludclinic.org",-103.7895696,40.24851952,"80701",40
4624,"Greater Baden Medical Services at La Plata","6 Garrett Ave, La Plata, MD 20646-5959","301-539-5100","","http://www.gbms.org",-76.97093969,38.52942013,"20646",32
4625,"Maysville Medical Center","1956 Duval St, Mobile, AL 36606-1145","251-471-3747","","http://www.franklinprimary.org",-88.08722381,30.66378149,"36606",40
4626,"Wchc Mobile Health Unit","4330 Collettsville Rd, Collettsville, NC 28611-9000","828-754-6850","","http://westcaldwellhc@westcaldwellhc.org",-81.6759628764488,35.9259978495032,"28611",36
4627,"Community Health Centers - Santa Maria Ii","1835 N Broadway, Santa Maria, CA 93454-1404","805-345-3701","","",-120.43563959,34.97345396,"93454",40
4628,"Senior Total Life Care","1875 Remount Rd, Gastonia, NC 28054-7413","704-874-1903","","",-81.14404851,35.26936774,"28054",55
4629,"The Care Connection","110 W Tremont Ave, Bronx, NY 10453-5436","718-716-4400","","",-73.91325099,40.84998245,"10453",NA
4630,"Beavercreek Health Clinic","110 Beavercreek Rd Ste 100, Oregon City, OR 97045-4307","503-655-8471","","https://www.clackamas.us/healthcenters",-122.59771294,45.33349137,"97045",55
4631,"Sjwcfc Lewis Frayser Clinic","5701 S Hoover St, Los Angeles, CA 90037-4045","323-541-1411","","http://www.wellchild.org",-118.28716717,33.990282,"90037",58.5
4632,"Sandy Run k-8 School","450 Old Swamp Rd, Swansea, SC 29160-8390","803-655-2746","","",-80.9417266,33.81205123,"29160",45
4633,"Health &amp; Wellness Center - Admin","74 East St, Plainville, CT 06062-2367","860-793-3568","","http://www.wheelerclinic.org",-72.86075954,41.6694965,"06062",40
4634,"Community Kitchen","1411 Mr Joe White Ave, Myrtle Beach, SC 29577-5615","843-663-8067","","http://www.lrmcenter.com",-78.88849515,33.70210552,"29577",3
4635,"Ps 002","122 Henry St, New York, NY 10002-7125","212-964-0350","","",-73.99137118,40.71324756,"10002",48
4636,"Jwch Medical Clinic @ Simone Hotel","520 San Julian St, Los Angeles, CA 90013-1513","213-353-1118","","http://www.jwchinstitute.org",-118.24535799,34.0439449,"90013",20
4637,"E.a. Hawse Health Center, Inc.","106 Harold K Michaels Dr, Mathias, WV 26812-8142","304-897-7400","","http://www.hawsehealth.com",-78.85796771,38.8764926,"26812",40
4638,"School-Based Health Center-Madawaska","353 11th Ave, Madawaska, ME 04756-3004","207-834-3971","","http://frrh.org",-68.33862536,47.33959866,"04756",4
4639,"Winterport Community Health Center","775 N Main St, Winterport, ME 04496-3414","207-992-9200","","",-68.83970263,44.64503256,"04496",45
